,text,negative&positive,depression
4052,rt oulosp my article on what does not add up in the idlib chemical weapons attack  httpstcox9vojp9cns syria,[ 0.89185274  0.10814723],negative
4053,rt nia4_trump death toll in syria now reportedly over 100 in 2013 the us backed rebels used sarin gas as a falseflag in attempt to,[ 0.89185274  0.10814723],negative
4054,"rt ilive4u4me omg
pray for syria ",[ 0.89185274  0.10814723],negative
4055,majority of americans dismiss dems soros directed diversion tactics only russian ties is thru hillary  httpstcoafmctyyq1z,[ 0.06595562  0.93404442],positive
4056,nope but trump knows how to point the finger and hide behind his tweets i didnt do it he did coward trump httpstcokcmcwy4lnd,[ 0.54292786  0.4570722 ],negative
4057,rt nia4_trump death toll in syria now reportedly over 100 in 2013 the us backed rebels used sarin gas as a falseflag in attempt to,[ 0.89185274  0.10814723],negative
4058,sos nikkihaley we beg you be a voice for syrian babies speak up again chemicalattacks idlib httpstcodqhq1stzkk,[ 0.36721578  0.63278425],positive
4059,"rt camboviet syria iraq afghanistan kurdistan 
      god bless       
all coalition troops
 deployed
and pray for them httpstcop",[ 0.89185274  0.10814723],negative
4060,worst chemical attack in years in syria  us blames assad regime httpstcodssk7l9wgy,[ 0.40217167  0.59782839],positive
4061,rt usembassysyria secretary tillerson the united states strongly condemns the chemical weapons attack in idlib province syria https,[ 0.89185274  0.10814723],negative
4062,"rt welt_im_chaos must watch bbc caught red handed of their syria propaganda httpstco6mnqqb16xx via youtube
syrien assad medie",[ 0.89185274  0.10814723],negative
4063,rt peterdaou obamas syria policy wasnt perfect but for the trump administration to blame him for an atrocity like this is beyond repr,[ 0.89185274  0.10814723],negative
4064,"rt bbcbreaking uk pm theresa_may calls for investigation into suspected chemical attack in idlib syria 

httpstcojyx7wefcn0 https",[ 0.89185274  0.10814723],negative
4065,rt evan_mcmullin when free world leaders turn a blind eye to human rights tyrants accelerate their unspeakable atrocities syria https,[ 0.89185274  0.10814723],negative
4066,syrias anne frank just trolled donaldtrump following horrific chemicalattacks shaming us all video gtgt httpstco5fhiwszeob,[ 0.36721578  0.63278425],positive
4067,even if obama gave assad the damn chemicals fact remains trump is in charge now and its on him to do something other than blame syria,[ 0.46360108  0.53639895],positive
4068,rt abdussamad_aif whats happening in syria is painful to witness   ya allah make it easy for those suffering amp grant jannah to those w,[ 0.89185274  0.10814723],negative
4069,rt evan_mcmullin when free world leaders turn a blind eye to human rights tyrants accelerate their unspeakable atrocities syria https,[ 0.89185274  0.10814723],negative
4070,sos repkinzinger we beg you to speak up for the children of syria foaming at the mouth assad httpstcodqhq1stzkk,[ 0.36721578  0.63278425],positive
4071,rt laurie_holden my heart is broken for the people of syriathis is so tragic a senseless loss of life syria,[ 0.89185274  0.10814723],negative
4072,"rt mostafame4 urgent campaign for syria 
chemical attack with sarin gas in idlib 
join us to condemn assad war crime
httpstco5bhtm",[ 0.89185274  0.10814723],negative
4073,rt innercitypress uncensored midday40994 unsc on syria un bans press q on libya amp italy nikkihaley on un reform cameroon so ht,[ 0.89185274  0.10814723],negative
4074,rt partisangirl why would the white helmets receive sarin respirator suits only a month before the attack syria doesnt have sarin http,[ 0.89185274  0.10814723],negative
4075,"rt statedept secretary tillerson the united states strongly condemns the chemical weapons attack in idlib province syria
httpstco",[ 0.89185274  0.10814723],negative
4076,"rt syrcoalition the lukeworm international response is a license for assad to carry on with his crimes
syria idlib idlibgasattack kha",[ 0.89185274  0.10814723],negative
4077,"rt ali_axhar why pakistan media is silent  while children are being gassed with nerve gas heart wrenchingsyria 
 httpstco9ix",[ 0.89185274  0.10814723],negative
4078,rt timand2037 official reopening of aleppos citadel music and dance that was banned in the nato backed alqaeda enclaves syria htt,[ 0.89185274  0.10814723],negative
4079,rt evan_mcmullin when free world leaders turn a blind eye to human rights tyrants accelerate their unspeakable atrocities syria https,[ 0.89185274  0.10814723],negative
4080,repkinzinger chemicalattacks in syria pls be a hero again denounce assad amp save our friends httpstcodqhq1stzkk,[ 0.89185274  0.10814723],negative
4081,rt peterdaou obamas syria policy wasnt perfect but for the trump administration to blame him for an atrocity like this is beyond repr,[ 0.89185274  0.10814723],negative
4082,rt majdkhalaf1993 children in syria sleep afraid of not waking up after what happened in khansheikhoun imagine a child sleeping while,[ 0.89185274  0.10814723],negative
4083,"rt hamletgarcia17 children should never pay for the mistakes of adults syria     
realdonaldtrump revjjackson un usembassysyria bas",[ 0.89185274  0.10814723],negative
4084,rt evan_mcmullin when free world leaders turn a blind eye to human rights tyrants accelerate their unspeakable atrocities syria https,[ 0.89185274  0.10814723],negative
4085,rt partisangirl orientnews some of the children in the chemical weapons attack appear to have been bludgeoned to death syria httpst,[ 0.89185274  0.10814723],negative
4086,"world bankers politicians media see nothing hear nothing oh god please help those in need please   

 syria",[ 0.40217167  0.59782839],positive
4087,rt ryangraham10 was this the sarin gas that hillary approved for the freedom fighters in syria seymour hersh wrote about the deal ext,[ 0.89185274  0.10814723],negative
4088,the reality of life is that what happened in syria has been happening since the beginning of time you just see it now amp before you didnt,[ 0.08062018  0.91937983],positive
4089,rt hopesarout syrian people are dying and the world is silentwhere are the human rights defenders redlines syria httpstco4iqslrv,[ 0.89185274  0.10814723],negative
4090,rt partisangirl tomorrow were going to create a media story about a chlorine gas attack later changed to sarin even though syria gov,[ 0.89185274  0.10814723],negative
4091,repkinzinger we beg you be a voice for syrian babies speak up again chemicalattacks idlib httpstcodqhq1stzkk,[ 0.89185274  0.10814723],negative
4092,"rt maytham956 terrorist mohammed alloush is not a gas expert he is just one of the participants in the crime
idlib syria httpstco",[ 0.89185274  0.10814723],negative
4093,rt evan_mcmullin when free world leaders turn a blind eye to human rights tyrants accelerate their unspeakable atrocities syria https,[ 0.89185274  0.10814723],negative
4094,rt spotthecat2017 heres one of the charities thats helping refugees from syria  change a life  oxfam america httpstco0aq0gg3w,[ 0.89185274  0.10814723],negative
4095,rt timand2037 qatars morguephotostory shot down by partner human rights watch more war propaganda against syria vanessabeeley,[ 0.89185274  0.10814723],negative
4096,rt nia4_trump death toll in syria now reportedly over 100 in 2013 the us backed rebels used sarin gas as a falseflag in attempt to,[ 0.89185274  0.10814723],negative
4097,rt partisangirl orientnews some of the children in the chemical weapons attack appear to have been bludgeoned to death syria httpst,[ 0.89185274  0.10814723],negative
4098,rt evan_mcmullin when free world leaders turn a blind eye to human rights tyrants accelerate their unspeakable atrocities syria https,[ 0.89185274  0.10814723],negative
4099,rt michaelcastner with realdonaldtrump its always somebody elses faultresponsibility trumprussia syria httpstcoeguu5x3sjd,[ 0.89185274  0.10814723],negative
4100,rt jonathandhoff i implore the world community to stand up to assad and end his devastating regime syria syriagasattack,[ 0.89185274  0.10814723],negative
4101,"nobody puts prayforsyria   because its not europe
ok my  is with for the people of syria    httpstcokfk8qevp48",[ 0.54292786  0.4570722 ],negative
4102,rt lsarsour the images out of syria are horrific but so were the images for the past 5 years we turned a blind eye we have become num,[ 0.89185274  0.10814723],negative
4103,rt m1k351x nikkihaley us policy in syria no longer focused on removing assad httpstcon2vs95vn1s sofrep,[ 0.89185274  0.10814723],negative
4104,rt nycjim 58 people including 11 children have been killed in syria in what appears to be a gas attack by govt planes httpstcoa,[ 0.89185274  0.10814723],negative
4105,rt peterdaou obamas syria policy wasnt perfect but for the trump administration to blame him for an atrocity like this is beyond repr,[ 0.89185274  0.10814723],negative
4106,rt tannous_mouawad the innocent syrian blood is going to follow superpower leaders who killed humanity in syria till the end of times h,[ 0.89185274  0.10814723],negative
4107,rt jasonbuttrill remember barackobama is very proud how he dealt with syria  the worst foreign policy blunder in decades httpst,[ 0.89185274  0.10814723],negative
4108,accountable comes with each administration trump administration is no different syria httpstcophzypj6g2h,[ 0.37677622  0.62322378],positive
4109,"rt sassysassyred syria
he is killing his own people httpstcojcrunrdkcq",[ 0.89185274  0.10814723],negative
4110,rt evan_mcmullin when free world leaders turn a blind eye to human rights tyrants accelerate their unspeakable atrocities syria https,[ 0.89185274  0.10814723],negative
4111,2 so he would rather keep the military presence in syria permanent somehow httpstcofkn5cfplcv,[ 0.22916847  0.77083153],positive
4112,rt evan_mcmullin when free world leaders turn a blind eye to human rights tyrants accelerate their unspeakable atrocities syria https,[ 0.89185274  0.10814723],negative
4113,rt mojahedineng news iran assad regime responsible for awful syria chemical attack eus mogherini httpstcobzi36xjb0k https,[ 0.89185274  0.10814723],negative
4114,"rt ea_worldview syria trump white house finally condemns reprehensible chemical attacks by regime

httpstcodufvjtdtry httpst",[ 0.89185274  0.10814723],negative
4115,rt manfredweber those who committed these barbarous war crimes against innocent civilians w chemical weapons in syria should be brought,[ 0.89185274  0.10814723],negative
4116,rt evan_mcmullin when free world leaders turn a blind eye to human rights tyrants accelerate their unspeakable atrocities syria https,[ 0.89185274  0.10814723],negative
4117,rt partisangirl tomorrow were going to create a media story about a chlorine gas attack later changed to sarin even though syria gov,[ 0.89185274  0.10814723],negative
4118,rt evan_mcmullin when free world leaders turn a blind eye to human rights tyrants accelerate their unspeakable atrocities syria https,[ 0.89185274  0.10814723],negative
